900,957
138,142
327,348
410,446
299,331
68,73
61,68
57,63
48,54
42,47
59,68
95,113
24,26
51,60
32,37
27,31
22,25
26,30
10,10
17,19
15,19
4,4
9,11
4,4
7,8
7,8
9,11
4,4
6,7
6,7
6,7
18,23
4,4
6,7
11,14
4,4
4,4
3,3
3,3
6,7
6,7
5,6
5,6
15,20
3,3
5,6
14,18
5,6
3,3
7,9
3,3
3,3
4,4
5,6
10,13
5,6
3,3
3,3
16,22
3,3
7,9
3,3
3,3
2,2
2,2
9,12
3,3
5,6
3,3
3,3
2,2
3,3
2,2
2,2
7,9
2,2
4,5
2,2
4,5
4,5
2,2
7,9
3,3
2,2
2,2
2,2
2,2
2,2
8,11
8,11
2,2
2,2
4,5
8,11
2,2
2,2
2,2
2,2
2,2
2,2
1,1
2,2
1,1
2,2
2,2
4,5
6,8
2,2
2,2
2,2
3,4
3,4
3,4
1,1
3,4
2,2
2,2
2,2
2,2
2,2
1,1
1,1
1,1
7,10
2,2
1,1
2,2
1,1
1,1
2,2
1,1
1,1
2,2
1,1
1,1
4,5
1,1
1,1
2,2
1,1
2,2
2,2
3,4
1,1
1,1
4,5
1,1
60,89
3,4
1,1
2,2
2,2
3,4
13,19
1,1
3,4
2,2
1,1
1,1
1,1
3,4
1,1
2,2
3,4
1,1
3,4
1,1
1,1
3,4
1,1
1,1
2,2
1,1
1,1
3,4
2,2
1,1
3,4
9,13
4,6
1,1
1,1
2,2
1,1
2,3
2,2
6,9
2,2
1,1
2,3
1,1
2,2
5,7
1,1
2,2
1,1
1,1
1,1
14,21
1,1
3,4
4,6
4,6
4,6
3,4
2,3
1,1
3,4
1,1
2,3
1,1
1,1
2,3
1,1
1,1
1,1
1,1
2,3
1,1
1,1
1,1
2,3
null,null
4,6
1,1
1,1
1,1
1,1
null,null
4,6
1,1
2,2
3,4
1,1
1,1
4,6
1,1
1,1
2,3
1,1
1,1
1,1
3,4
1,1
2,3
2,3
1,1
1,1
1,1
null,null
1,1
4,6
2,3
1,1
2,3
1,1
1,1
1,1
1,1
2,3
1,1
3,4
null,null
2,3
8,12
1,1
1,1
1,1
4,6
4,6
1,1
1,1
1,1
2,3
1,1
1,1
1,1
2,3
2,2
null,null
4,6
1,1
2,3
1,1
1,1
1,1
2,3
1,1
10,15
1,1
1,1
4,6
1,1
2,3
2,3
1,1
1,1
2,3
1,1
1,1
7,11
1,1
1,1
5,8
2,3
1,1
1,1
1,1
1,1
6,9
2,3
1,1
1,1
1,1
2,3
1,1
2,3
2,3
2,3
2,3
2,3
1,1
1,1
2,3
3,5
2,3
6,9
2,3
1,1
1,1
3,5
1,1
1,1
1,1
null,null
2,3
3,5
1,1
1,1
2,3
3,4
null,null
1,1
2,2
1,2
1,2
2,3
1,1
1,1
1,1
1,1
null,null
1,1
2,3
3,5
1,1
2,3
2,3
1,1
1,1
7,11
1,1
1,1
1,1
1,1
1,2
2,3
3,4
2,3
null,null
1,1
1,1
1,1
3,5
1,1
null,null
null,null
2,3
2,3
1,1
1,1
4,6
3,5
1,2
1,1
1,1
1,1
3,5
null,null
1,1
1,2
1,2
2,3
1,2
null,null
1,1
1,2
null,null
2,3
3,5
3,4
1,1
5,8
null,null
2,3
1,2
1,1
1,1
1,1
2,3
2,3
null,null
1,2
1,1
1,1
1,1
4,6
2,3
32,50
null,null
1,1
1,1
2,3
2,3
1,1
1,1
1,1
1,1
3,5
2,3
2,3
2,3
1,1
1,1
1,2
2,3
1,2
1,1
1,1
1,1
1,1
null,null
null,null
1,2
1,2
1,2
null,null
1,2
null,null
2,3
1,1
3,5
2,3
null,null
1,2
null,null
1,1
null,null
null,null
null,null
null,null
1,1
1,1
1,1
3,5
6,10
2,3
1,2
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,3
1,1
1,1
3,5
2,3
1,2
null,null
1,2
1,2
1,2
3,5
1,1
1,1
1,1
1,1
null,null
3,5
1,2
4,7
null,null
null,null
11,18
2,4
2,4
1,2
1,2
4,6
1,1
1,2
1,2
8,13
1,2
2,4
2,4
2,3
6,10
1,2
2,3
1,2
1,2
null,null
2,3
2,3
2,3
1,1
1,1
1,1
1,1
1,1
1,1
0,1
null,null
null,null
1,2
null,null
null,null
null,null
1,2
1,2
1,2
1,2
1,1
1,1
null,null
2,4
1,2
1,2
7,12
1,2
1,2
2,3
4,7
null,null
1,2
null,null
1,2
2,3
2,4
1,2
0,1
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
3,5
1,2
2,4
0,1
null,null
4,7
7,12
1,2
1,2
1,2
1,2
2,4
10,17
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
0,1
3,5
2,4
1,2
1,2
0,1
1,2
1,2
4,7
1,2
2,3
3,6
2,4
1,2
1,2
4,7
4,7
2,3
1,2
1,2
2,4
0,1
2,4
1,2
1,2
null,null
null,null
null,null
2,4
2,4
1,2
1,2
1,2
2,4
3,6
1,2
1,2
1,2
1,2
1,2
1,2
1,2
2,4
1,2
1,2
1,2
1,2
1,2
1,2
0,1
1,2
1,2
null,null
1,2
1,2
1,2
1,2
2,4
1,2
3,6
3,6
2,4
1,2
1,2
1,2
1,2
8,14
null,null
3,6
0,1
1,3
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
2,4
1,2
1,2
1,2
1,2
0,1
1,2
1,2
3,6
3,6
0,1
1,2
1,2
1,2
1,2
1,2
1,2
3,6
2,4
2,4
0,1
3,6
1,2
2,4
1,2
1,2
1,2
2,4
0,1
0,1
1,3
1,2
0,1
4,8
3,6
1,3
2,4
0,1
2,4
1,2
1,2
3,6
2,4
2,4
1,2
1,2
2,4
2,4
1,2
1,2
1,2
1,2
3,6
null,null
0,1
1,2
1,2
1,2
1,3
1,3
3,6
2,4
1,2
1,3
1,2
1,2
1,2
1,3
4,8
1,2
1,2
1,3
1,3
1,3
3,6
1,2
1,2
1,3
1,2
1,2
2,4
2,5
0,1
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
3,6
2,4
0,1
2,4
1,3
1,3
2,5
0,1
1,2
1,2
1,2
1,3
2,4
2,4
1,3
1,2
1,3
1,3
2,5
4,8
4,8
0,1
1,3
0,1
1,3
1,3
3,6
2,4
2,4
0,1
2,5
1,3
1,3
0,1
1,3
1,2
2,5
3,6
0,1
2,5
2,5
1,3
1,2
2,5
2,5
2,4
0,1
0,1
2,5
2,5
1,3
2,5
1,3
7,13
3,7
0,1
2,5
0,1
0,2
0,1
1,3
2,5
2,5
1,3
1,3
0,1
1,2
2,5
2,5
2,4
2,5
0,2
0,2
0,2
2,5
0,1
1,3
1,3
1,3
0,2
0,2
7,14
4,8
1,3
3,6
0,2
0,1
0,2
1,4
0,1
0,2
4,9
0,2
0,2
1,3
0,2
0,2
1,4
2,5
1,4
1,4
2,5
0,2
0,2
0,2
1,4
3,7
2,6
1,3
1,4
1,3
1,3
1,3
0,2
1,4
3,7
3,7
2,6
0,2
1,4
1,3
1,4
0,2
1,4
2,6
0,2
1,4
1,3
1,4
0,1
0,2
2,6
0,2
4,9
1,3
1,3
0,2
0,2
0,2
2,5
2,5
3,7
1,4
2,6
2,6
0,2
0,2
1,3
1,3
0,2
0,2
0,2
0,2
0,2
4,10
0,2
0,2
0,3
4,10
0,2
0,3
1,4
2,6
0,3
3,8
1,4
2,6
3,8
2,7
1,5
0,2
0,2
1,4
1,5
1,5
1,4
4,10
1,4
1,5
1,4
8,18
0,2
0,3
0,3
2,7
2,7
0,2
0,2
0,2
3,9
2,7
0,3
14,29
1,5
1,5
2,7
0,4
6,15
1,5
0,3
0,3
1,5
0,4
3,9
5,13
1,5
3,9
0,4
0,3
2,8
0,4
1,5
0,4
0,4
3,10
4,12
1,6
2,7
5,14
0,4
3,10
3,10
3,11
3,11
3,10
0,5
2,9
3,11
1,6
3,11
9,24
1,8
3,13
1,9
2,11
1,9
1,11
3,16
0,10
0,10
24,108
