632,653
324,336
361,379
55,57
40,42
25,25
28,29
85,97
26,27
26,27
16,16
15,15
16,17
29,34
14,15
9,9
13,14
8,8
8,8
9,9
9,9
11,12
8,8
7,7
7,7
7,7
7,7
7,7
10,11
6,6
6,6
6,6
9,10
14,17
6,6
10,12
5,5
4,4
4,4
4,4
5,5
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,5
4,4
4,4
6,7
4,4
8,10
4,4
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
8,10
3,3
3,3
3,3
3,3
5,6
3,3
5,6
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
2,2
2,2
3,3
2,2
2,2
4,5
4,5
4,5
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
2,2
2,2
2,2
2,2
4,5
2,2
2,2
3,3
3,3
2,2
2,2
5,6
2,2
2,2
2,2
3,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
4,5
2,2
2,2
2,2
3,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
2,2
1,1
1,1
1,1
1,1
1,1
2,2
6,8
1,1
1,1
1,1
2,2
2,2
2,2
3,4
3,4
1,1
2,2
2,2
2,2
6,8
1,1
2,2
1,1
1,1
1,1
3,3
1,1
1,1
2,2
5,7
1,1
2,2
2,2
2,2
1,1
1,1
1,1
2,2
10,14
2,2
4,5
1,1
1,1
1,1
2,2
1,1
1,1
1,1
2,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,4
1,1
1,1
1,1
1,1
2,2
1,1
1,1
2,2
2,2
1,1
1,1
1,1
3,4
1,1
1,1
1,1
2,2
1,1
1,1
2,2
1,1
1,1
2,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
1,1
1,1
1,1
1,1
1,1
1,1
2,2
1,1
1,1
1,1
1,1
1,1
2,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
2,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
1,1
1,1
1,1
1,1
2,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
1,1
1,1
2,3
1,1
1,1
1,1
null,null
1,1
null,null
1,1
1,1
1,1
5,7
1,1
1,1
1,1
null,null
null,null
1,1
1,1
1,1
1,1
1,1
2,3
null,null
1,1
1,1
1,1
2,2
2,2
1,1
1,1
1,1
2,2
null,null
1,1
1,1
null,null
1,1
1,1
1,1
1,1
1,1
2,2
null,null
1,1
1,1
1,1
1,1
null,null
null,null
1,1
1,1
null,null
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
6,9
1,1
1,1
1,1
1,1
1,1
null,null
1,1
1,1
null,null
null,null
1,1
1,1
1,1
1,1
6,9
null,null
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
1,1
1,1
1,1
1,1
null,null
1,1
1,1
null,null
null,null
1,1
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
1,1
1,1
5,7
null,null
1,1
1,1
2,3
1,1
null,null
null,null
null,null
1,1
1,1
null,null
null,null
8,12
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
2,3
2,3
null,null
null,null
null,null
1,1
1,1
null,null
null,null
1,1
null,null
1,1
null,null
null,null
2,3
null,null
null,null
1,1
1,1
1,1
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
1,1
1,1
null,null
null,null
null,null
null,null
1,1
1,1
1,1
1,1
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
2,3
1,1
1,1
1,1
null,null
1,1
null,null
null,null
2,3
null,null
null,null
null,null
null,null
null,null
1,1
1,1
1,1
null,null
1,1
1,1
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
1,2
1,2
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
1,2
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
3,5
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
2,3
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,2
null,null
null,null
null,null
null,null
null,null
1,1
null,null
2,3
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
2,3
3,5
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
6,10
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
3,5
null,null
null,null
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,2
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,2
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,2
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,2
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,1
1,1
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
1,2
1,2
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
2,4
2,4
null,null
null,null
null,null
null,null
null,null
null,null
null,null
